Vectors,Accent
"[-2.7734869e+02  7.7127701e+01  1.9001991e-01  3.8774617e+00
  1.5247698e+00  6.9485393e+00 -2.4045931e+01  3.1956544e+00
 -1.8403584e+01 -2.7717071e+00 -1.4713330e+01 -1.3908387e+00
 -9.4814291e+00  3.3827314e+00 -4.3368654e+00  3.3341670e+00
 -2.9576879e+00  3.4154634e+00 -1.7058192e+00  4.5071597e+00
 -7.5685024e+00  8.0706844e+00 -6.1498179e+00  1.7876270e+00
 -1.2265984e+00 -1.1739523e+00 -2.3631380e+00 -5.5407867e+00
 -4.6144586e+00  1.5885606e+00 -3.3616798e+00 -2.9603870e+00
 -2.5065308e+00 -1.7938788e+00 -1.0288895e+00  4.2180097e-01
 -7.9933202e-01 -5.7368553e-01 -1.5301837e-02  2.1960289e+00]",Spanish
"[-3.3386948e+02  4.7579712e+01  5.9372897e+00  1.5391001e+01
 -1.2224109e+01  8.5199575e+00 -3.4169579e+01  3.2735081e+00
 -2.3738722e+01 -8.2143574e+00 -2.6160471e+01 -1.6436543e+00
 -2.2942684e+01 -2.4353483e+00 -1.7708616e+01  1.0230160e+00
 -1.1561824e+01 -2.0543120e+00 -1.2107631e+01 -1.5852998e-01
 -9.2697563e+00 -3.8064680e+00 -6.3864083e+00  6.6550677e-03
 -6.4581761e+00  2.9134539e-01 -5.9313636e+00 -5.6683669e+00
 -3.3438406e+00  4.7168639e-01 -4.2653685e+00 -2.4300783e+00
 -4.5422769e+00 -1.1897660e+00  1.6980951e+00 -3.9996691e+00
 -3.9516504e+00  2.4137744e-01 -2.3851807e-01 -1.6548350e+00]",Spanish
"[-3.7865808e+02  8.9546288e+01  1.3215596e+01  2.3441807e+01
 -1.1548620e+01 -7.0206504e+00 -2.3156591e+01  5.2752934e+00
  3.7316656e-01 -1.2556142e+01 -1.0905669e+00 -5.8735356e+00
 -6.9345083e+00 -5.5740905e+00 -5.4436746e+00 -8.5694580e+00
 -4.2128339e+00 -3.0382946e-01 -8.3747377e+00 -4.5125332e+00
 -5.7539663e+00 -5.4717135e+00 -3.3243165e+00 -2.6843629e+00
 -3.5413840e+00 -3.7996938e+00 -1.6827505e+00 -3.1058593e+00
 -1.6808076e+00 -3.0110552e+00 -2.7967198e+00 -1.2592450e+00
 -1.9388635e+00  1.8022926e+00  2.1688061e+00  3.3856335e+00
  3.5870433e+00  4.0102077e+00  2.1402805e+00  6.6333365e-01]",Spanish
"[-3.6771429e+02  8.3280319e+01  1.7287424e+01  1.8821882e+01
  5.4431230e-01 -1.9900527e+00 -2.2834879e+01 -1.4459732e+00
 -1.4076651e+01 -3.9700547e-01 -1.0955046e+01 -7.3818631e+00
 -7.2752800e+00 -7.4303288e+00 -4.8315969e+00 -4.6926742e+00
 -1.1093601e+00 -2.8292878e+00 -2.1674175e+00 -3.1922374e+00
 -4.7567472e+00 -3.0366075e+00 -6.2299695e+00 -1.3823775e+00
 -1.0470355e+01 -1.9574741e+00 -5.5483952e+00 -3.2797213e+00
  4.5714077e-01  5.1649147e-01  1.9740722e+00  3.3322155e+00
  3.7394578e+00  2.9229784e+00  3.4006026e+00  2.3998394e+00
  3.9765295e-02  3.8248199e-01 -1.0934108e+00  2.0794094e-02]",Spanish
"[-2.7377502e+02  6.0119427e+01 -3.3862507e+00  2.7044275e+01
 -9.1922274e+00  1.4802464e+01 -2.5698647e+01  2.8170111e+00
 -1.1473686e+01  2.8319278e+00 -2.4779613e+01  2.4687498e+00
 -1.8808069e+01 -9.1776075e+00 -9.8027086e+00 -5.4315991e+00
 -1.8347509e+01  9.4537997e-01 -7.2139430e+00  5.9008516e-02
 -1.0187646e+01  1.3025712e+00 -5.6217084e+00 -5.4389520e+00
 -8.7100010e+00 -4.0163112e+00 -5.7732744e+00 -4.6092558e+00
 -4.2876568e+00 -1.1054065e+01 -4.9019165e+00 -4.5552177e+00
 -1.9046731e+00  5.5526078e-01 -5.5898942e-02 -3.7600138e+00
 -3.9842100e+00  6.0273445e-01  2.4486110e+00 -5.3876438e+00]",Spanish
"[-3.4465994e+02  7.3764404e+01  1.0771570e+00  1.2598904e+01
  2.8198473e+00  3.6341951e+00 -3.2002644e+01 -9.0653982e+00
 -2.3335854e+01 -4.7522745e+00 -2.1569929e+01 -7.3183231e+00
 -1.2506217e+01 -2.2336414e+00 -1.1200022e+01 -8.9520359e+00
 -1.2357106e+01 -2.6460075e+00 -9.6993742e+00 -6.1607285e+00
 -5.7142072e+00 -8.5541315e+00 -1.3913115e+00  3.7557613e-02
 -2.9023240e+00  8.1160814e-02 -2.3044016e+00 -6.1510097e-02
 -5.2680979e+00  2.3875797e+00 -8.0236983e-01 -2.8997715e+00
 -3.5423212e+00 -5.6090837e+00 -1.0811203e+00 -4.0828838e+00
 -1.5978897e+00 -5.3756827e-01 -1.1662941e+00 -3.4585133e+00]",Spanish
"[-3.09203003e+02  6.53718109e+01  6.35384226e+00  1.27736025e+01
 -1.29546309e+01  5.77703047e+00 -3.07994118e+01  2.48367235e-01
 -1.62146225e+01 -8.68141174e+00 -1.79517307e+01  6.48619699e+00
 -1.76624737e+01 -1.06911480e+00 -1.02156868e+01 -1.10347090e+01
 -1.46027279e+01  2.30901465e-01 -1.00522327e+01 -3.75159192e+00
 -8.75084400e+00 -6.67231023e-01 -6.79004240e+00 -4.92579031e+00
 -6.51312590e+00  1.39026433e-01 -4.38508272e+00 -3.13205481e+00
 -2.19918585e+00 -4.18107700e+00 -4.18804836e+00  6.76561743e-02
 -3.06762671e+00 -5.27917767e+00  4.77987647e-01 -1.90399313e+00
 -5.08035958e-01 -4.29495364e-01 -6.99264258e-02 -1.92102599e+00]",Spanish
"[-3.4810251e+02  7.0636261e+01 -3.6459565e+00  1.5354140e+01
 -1.3021233e+00  1.7477927e+00 -2.7811188e+01 -6.3782263e+00
 -2.8284845e+01 -7.5413413e+00 -2.2875124e+01 -1.8219162e+00
 -1.2215087e+01 -1.5580188e+01 -3.1588695e+00 -5.8175859e+00
 -1.8401268e+01 -1.7840126e+00 -1.1353401e+01 -5.8433037e+00
 -5.2327065e+00 -9.9746883e-02 -3.9569218e+00 -1.3437760e+00
 -2.0491393e+00 -2.1267781e+00  4.7983912e-01 -1.8313158e+00
 -2.7396214e-01 -8.4731680e-01 -2.6694832e+00 -2.5861719e+00
  5.6376839e-01 -4.7113266e+00 -1.3626776e+00 -6.6446383e-03
 -5.4451239e-01 -1.3431512e+00  1.0154293e+00  8.2905066e-01]",Spanish
"[-2.4943474e+02  9.5741905e+01  3.9287968e+01  2.2394318e+01
  1.0239651e+01  2.7240643e+01 -1.1234839e+01 -2.8809450e+00
  6.0992274e+00  9.7258110e+00 -4.3316636e+00  2.7424958e+00
  4.0285840e+00  1.1718544e+01 -4.4940753e+00  1.5759033e+00
 -8.7640321e-01  3.5057859e+00 -5.4696741e+00  2.8025690e-01
  2.9461532e+00  5.5954323e+00  1.8150535e+00  5.2235298e+00
  4.2989569e+00  1.0947280e+01  3.2887995e+00  4.8855495e+00
  3.3368676e+00  9.2556868e+00  3.2370930e+00  8.5110321e+00
  4.9271078e+00  6.3856206e+00 -1.8230054e-01  2.3415291e+00
 -3.4207186e-01  2.6109099e+00 -6.4411014e-01 -1.2190463e-02]",Spanish
"[-3.6399445e+02  6.4775856e+01  1.9294198e+00  2.2747787e+01
  1.7470617e+00  1.3006357e+01 -2.9807777e+01  1.5471748e+00
 -2.9658607e+01 -8.1387520e+00 -1.1176880e+01 -7.6225746e-01
 -1.2338187e+01 -6.4560592e-01 -1.0316787e+01 -6.7092648e+00
 -6.6275721e+00 -6.3414516e+00 -5.8290038e+00  3.2052860e-02
 -6.7963085e+00 -2.1330163e+00 -1.4143459e+01  7.1388674e+00
 -6.3277650e+00 -4.0943294e+00  3.8672118e+00 -6.5098567e+00
 -2.1345968e+00  3.3631486e-01 -4.0025506e+00 -6.4880323e+00
 -2.5029643e+00 -3.0930364e+00 -1.9486434e+00 -5.8448446e-01
 -1.6635666e+00 -8.2693148e-01 -3.2890747e+00 -1.8978633e+00]",Spanish
"[-3.8087741e+02  6.3993710e+01 -2.6888731e+00  1.3320020e+01
 -3.5184388e+00 -8.7286758e+00 -2.9153349e+01  5.9901872e+00
 -1.4754111e+01 -9.3901052e+00 -1.2186828e+01 -3.7459216e+00
 -1.0881183e+01 -2.7166682e-01 -6.3314166e+00 -4.7059388e+00
 -8.9701223e+00 -1.4567111e+00 -4.7290821e+00 -7.2331910e+00
 -6.4272065e+00 -4.0507302e+00 -6.2531343e+00 -4.0971789e+00
 -4.2778940e+00 -1.6460699e+00 -7.4850333e-01  1.0934675e+00
  1.4486609e-01 -1.1856254e-01 -1.7792933e-02 -4.2084059e-01
  4.4525490e+00  1.4795830e+00  3.9705465e+00  2.5723732e+00
  3.2619495e+00  1.7885361e+00  2.2873904e-01  1.7559221e+00]",Spanish
"[-3.91962677e+02  9.16892700e+01 -1.34173651e+01  1.52315741e+01
 -3.05965281e+00 -1.69395027e+01 -2.54801941e+01 -1.25836191e+01
 -1.04967604e+01 -1.22393112e+01 -1.00171795e+01 -6.73921537e+00
 -1.83260117e+01 -6.30770385e-01 -9.61240387e+00 -7.53712797e+00
 -3.63076925e+00 -6.17085361e+00 -9.13115120e+00 -3.50025845e+00
 -5.35501289e+00 -3.42571664e+00 -4.37990665e+00 -4.11291212e-01
 -1.91359043e+00 -2.67896795e+00 -7.99157798e-01 -4.62857866e+00
 -5.67534161e+00 -3.51598883e+00 -6.21282578e+00 -4.50331593e+00
 -3.65975833e+00 -2.75009346e+00 -2.20509744e+00 -3.03342700e+00
 -2.96033788e-02  7.12499321e-02  5.25677383e-01  5.52569985e-01]",Spanish
"[-3.0876270e+02  9.0595421e+01 -1.4628713e+00  1.8507591e+01
 -1.9603855e+01 -3.3064513e+00 -2.0529526e+01 -1.1439065e+01
 -3.0384171e+01 -8.3427677e+00 -2.9993452e+01 -1.4088619e-01
 -1.3313100e+01 -5.0067687e+00 -1.9237716e+00 -2.1228504e+00
 -1.2313727e+01 -6.3600202e+00 -8.2776289e+00  3.5933962e+00
 -9.5809813e+00 -3.0687549e+00 -3.2407117e+00 -6.8056846e+00
 -4.7704759e+00 -7.1150723e+00 -3.5121281e+00 -3.6971760e+00
 -4.3295484e+00 -9.2890191e-01 -2.1322231e+00 -2.9167762e+00
 -1.5442282e+00 -3.1466594e+00 -2.8537481e+00 -2.3345366e+00
 -1.4737170e+00 -2.3617880e+00 -9.4094008e-01 -2.1546683e+00]",Spanish
"[-302.59354    103.60347    -24.602291    28.370617    -1.707249
   -7.7753687  -17.612062    -8.349227   -23.736755    -4.2134767
  -17.771255   -14.55478    -17.476736   -10.763171   -13.106049
   -5.7711334  -10.111346    -2.681934    -9.370544    -4.779039
   -8.655913    -3.471243    -8.685823    -8.552537    -6.064773
   -1.3439698   -3.3414373   -1.6127104   -2.271846    -0.8234323
   -2.1076388    2.0524278   -4.219499    -2.3220618   -1.6302328
   -1.2314874   -3.365496    -1.9262803    1.1730914   -4.1254196]",Spanish
"[-298.28223      95.62186      -8.092191     48.64764      -0.95378214
   34.30033     -11.205921      6.091961     -3.312979    -13.119005
   -3.2557487   -20.32173      -1.7673199    -8.826222      8.460006
  -12.657152    -13.530076      0.34864378   -8.289896     -4.735108
  -13.147766      4.7008824    -9.167413     -8.487984      2.2068431
  -11.966321     -4.2166576    -3.7561834    -0.7547668    -1.6349764
   -3.4726775    -1.294711     -2.9655182    -0.38146785   -2.477458
   -4.2996597    -1.806026     -3.2480981    -3.9142838    -2.790253  ]",Spanish
"[-2.9772330e+02  5.3330822e+01 -3.5189779e+00 -6.1426741e-01
 -1.8789127e+01  1.1128280e+01 -2.7591301e+01  5.8573928e+00
 -1.3078988e+01 -4.1296120e+00 -1.9107927e+01 -2.0929561e+00
 -1.8964739e+01 -2.0721109e+00 -1.3715030e+01 -3.9603145e+00
 -1.0048052e+01 -1.0517911e+01 -1.9244650e+01 -4.4119229e+00
 -6.3646431e+00 -4.8334556e+00 -3.1842933e+00 -4.1449313e+00
 -3.6488166e+00  2.4731654e-01  3.1782777e+00  4.8689489e+00
  4.5942192e+00  2.0087686e+00  2.5587180e+00 -9.9880177e-01
 -3.3660144e-01 -1.9872297e-01  9.0488005e-01  1.6443311e+00
 -5.9992504e-01 -1.0312726e+00  6.6267152e+00 -3.1478480e-01]",Spanish
"[-2.6077676e+02  7.9417503e+01 -1.1165390e+01  2.5322981e+01
 -4.9734597e+00 -1.6346628e+01 -2.0875538e+01 -5.0708089e+00
 -1.6238049e+01 -4.6122384e+00 -3.0186323e+01 -2.3193920e+00
 -2.7749037e+01 -6.7808142e+00 -3.5162418e+00 -5.0725927e+00
 -1.0161277e+01  1.3888378e+00 -9.5976992e+00 -6.4658971e+00
 -1.5491310e+01 -8.0020819e+00 -6.7152319e+00  3.4633681e-02
 -6.7298851e+00 -2.6300240e+00 -2.0871568e+00  5.0029302e+00
  6.2839637e+00  8.8868504e+00  7.2556763e+00  8.3543749e+00
  6.8384418e+00  2.1354325e+00  4.5907807e-01 -1.4666436e+00
  2.3159587e+00  6.8025547e-01 -3.2127645e+00 -6.0341048e-01]",Spanish
"[-3.2359546e+02  8.4404259e+01 -1.1570927e+00  2.2722878e+01
 -4.8300304e+00  6.5052927e-01 -1.7685658e+01 -1.1080649e+01
 -1.9482075e+01 -9.3095827e+00 -1.6594011e+01 -5.4017596e+00
 -1.4330270e+01  1.1600795e-01 -1.1667414e+01 -7.8901920e+00
 -7.4434652e+00 -2.4369593e+00 -8.5187645e+00 -4.8848958e+00
 -8.6065102e+00 -3.8269086e+00 -9.7008419e+00 -6.3546748e+00
 -5.1419611e+00 -5.4129467e+00 -4.3845830e+00 -2.4375677e+00
 -2.3409650e+00  4.7183341e-01  3.9531481e-01  5.8080990e-02
  3.6931469e+00  2.2654698e+00  3.9699903e+00  4.7809401e+00
  5.7420502e+00  4.6081338e+00  5.5841732e+00  3.7531452e+00]",Spanish
"[-387.08984     76.04644      9.286499    27.63859     -1.7067939
    1.8373895  -21.5325       2.272362    -8.411943    -1.7323339
   -7.6767592   -2.2578797  -16.959702    -2.7028985   -6.3494864
   -3.2123973   -7.683954    -3.5063877  -10.1871395   -1.2383702
  -12.41688     -8.32174     -7.6373615   -5.29551     -3.2135665
   -7.684579    -5.279069    -3.4949076   -3.6729069   -4.928525
   -5.8883214   -5.753422     1.3710743   -2.71155     -3.159822
   -5.4072638   -3.72774     -1.1917851   -2.1600668   -3.7977674]",Spanish
"[-2.83878632e+02  1.02457214e+02  6.01270914e+00  3.46340599e+01
  9.51166153e+00  1.40725095e-02 -1.17226601e+01  5.12887049e+00
 -1.51114988e+01  8.27143192e-01 -1.26267252e+01  6.84600782e+00
 -9.01629639e+00  1.10169363e+00 -4.32031822e+00  4.33807182e+00
 -6.35445261e+00 -1.22852273e-01 -4.28232098e+00  4.02573872e+00
 -3.78296375e+00  1.38304606e-01 -1.79755867e+00  5.96842349e-01
 -2.57897449e+00  6.56424940e-01 -3.69635177e+00  9.49700296e-01
  5.53918779e-01 -2.28942737e-01  2.27678227e+00  6.46294475e-01
  1.81616795e+00 -2.88898182e+00  9.72907424e-01 -3.79906625e-01
  6.88032031e-01 -9.03193772e-01 -8.09274554e-01 -1.37105429e+00]",Spanish
"[-3.8596671e+02  1.2495715e+02  1.3811566e+01  1.1175562e+01
 -9.8836613e+00  7.5010186e-01 -2.0463984e+01 -8.0160789e+00
 -1.3808011e+01 -1.3974133e+01 -1.7475191e+01 -7.1715021e-01
 -6.7887859e+00 -8.1308012e+00 -3.0606587e+00 -3.8282521e+00
 -9.2318497e+00 -3.4626625e+00 -8.3230934e+00 -1.0337098e+01
 -6.4477000e+00 -5.4739957e+00 -5.4977107e+00 -8.3307018e+00
 -7.6251578e+00 -6.5021105e+00 -4.0505757e+00 -5.2439780e+00
 -4.8248110e+00 -5.8912835e+00 -4.3570566e+00 -3.8878639e+00
 -1.9639100e+00 -3.2232509e+00 -1.7027528e+00 -8.0762923e-01
 -3.4639254e-01 -2.1489742e+00 -2.3028979e+00 -2.4666128e+00]",Spanish
"[-337.8328      56.006104    10.585658    23.76878     -5.6571264
   -4.2905354  -22.16977     -7.318805   -20.612486    -7.346075
  -13.688585    -8.4722805  -11.440015    -0.6614648   -9.781499
   -0.6973824   -9.351858    -5.383405   -10.393765    -2.085644
   -9.130641    -3.5613549   -7.2824297   -2.2345715   -2.457817
   -4.2875757   -7.953104    -5.699672     0.5201515   -3.4240842
   -3.5369017   -3.6243403   -1.9444299    2.4833057    4.0107718
    6.766499     8.150925     3.6201694    2.8615026    1.0605094]",Spanish
"[-3.61065430e+02  8.71963501e+01  4.97384644e+00  1.65690174e+01
  6.33743000e+00  6.57124662e+00 -2.70871429e+01 -1.01566305e+01
 -1.20474157e+01 -6.49536705e+00 -1.95317822e+01 -6.59656572e+00
 -1.29932976e+01 -7.19006157e+00 -1.33418322e+01  2.07068777e+00
 -1.57362032e+01  1.02330893e-01 -1.05144291e+01 -6.00928164e+00
 -8.86596680e+00 -4.99593830e+00 -6.25316286e+00 -7.18724251e-01
 -4.75535679e+00 -1.51784313e+00 -2.29105616e+00 -2.66731048e+00
 -1.14465833e+00 -2.21479630e+00 -2.74030209e+00 -1.36527014e+00
 -2.99540377e+00 -9.03173923e-01  1.46785751e-01 -1.42521763e+00
 -1.43129885e+00 -8.98751855e-01 -1.09605722e-01 -1.14856553e+00]",Spanish
"[-2.37592789e+02  1.00295555e+02 -7.76781321e+00  3.36894646e+01
 -8.06548405e+00  2.45481539e+00 -5.92395812e-02 -9.65871811e+00
 -1.05007696e+01  3.51004303e-02 -1.14146585e+01  2.87669516e+00
 -9.11007309e+00  2.73213768e+00 -4.06518030e+00  6.44035006e+00
 -1.15275412e+01  2.12746835e+00 -6.63219631e-01  9.59901333e-01
 -1.20004883e+01  5.94948292e+00 -7.41978741e+00  4.94782776e-01
 -4.97467184e+00 -2.68526721e+00 -7.29197323e-01  1.57040191e+00
 -7.07232237e-01  1.14632332e+00 -3.46606225e-01  2.64304709e+00
  4.99924278e+00  2.18072796e+00  5.47868872e+00  2.52585936e+00
 -9.19915318e-01  3.15523553e+00 -4.72820377e+00  2.00442195e+00]",Spanish
"[-236.38829     100.86627     -20.394705     34.525085    -17.487854
   16.143099     -2.1690636    -3.1371195   -14.005175     -8.320389
   -9.109931      8.853034    -16.30153      -0.5409989     4.946233
    4.985153    -11.405538      4.565086     -3.010738     -3.7051883
   -5.403075      5.394395     -9.569837      5.9046597    -5.102988
   -3.52466       2.08262      -0.9337486    -2.8560905     0.38633355
   -4.2092037     0.37690568   -1.1286952     0.5245812     3.8196704
   -3.6714668     2.3560576    -0.48814145   -2.2492764    -0.5097868 ]",Spanish
"[-2.8446353e+02  9.9913033e+01 -1.7079893e+01  3.1312912e+01
 -5.3506269e+00  1.2492979e+01 -7.8597369e+00  4.0272522e+00
 -5.3826218e+00 -5.2553430e+00 -5.9856205e+00  4.8537798e+00
 -1.2153377e+01  6.2387967e+00 -8.6375437e+00  3.9577579e+00
 -4.8609977e+00  5.6538267e+00 -6.9700079e+00 -1.1058855e-01
 -8.6590636e-01 -2.6480105e+00 -2.0356512e+00  2.0076404e+00
 -6.9713035e+00 -1.0625620e+00 -2.3637192e+00 -1.7239159e+00
 -4.8931190e-01 -3.8832183e+00 -2.5173671e+00 -3.7255967e-01
 -1.5692831e+00 -3.3791584e-01 -2.0356078e+00  1.7213550e+00
  6.6595268e+00  3.5415511e+00  5.8299251e+00  6.6943088e+00]",Spanish
"[-3.5400604e+02  1.0294498e+02  2.8297266e+01  3.4754688e+01
  2.3136915e+01  1.0654137e+01 -7.6713216e-01  3.4677839e+00
 -5.1822696e+00 -4.0299325e+00 -3.9346974e+00 -4.7733135e+00
 -5.5486093e+00 -2.6654553e-01 -2.8542404e+00 -1.0402440e+00
 -3.5143013e+00  1.5403788e-01 -2.4397056e+00 -4.1389294e+00
 -3.4977143e+00 -4.2903957e+00 -3.8910825e+00 -2.5623512e+00
 -2.7036445e+00 -2.5779915e+00 -3.7823765e+00 -9.0525717e-02
 -2.2749388e+00 -2.1434987e+00 -1.6350435e-01 -2.8833089e+00
 -1.8751838e+00 -1.8317752e+00 -2.3659186e+00 -1.2405044e+00
 -1.5347914e+00 -1.1471777e+00 -4.2843595e-01 -1.1430075e+00]",Spanish
"[-2.7918176e+02  1.0573381e+02 -1.2467866e+01  2.0320707e+01
 -1.4102305e+01  2.6050382e+00 -8.9651575e+00 -2.5142672e+00
 -1.0417743e+01 -4.2533264e+00 -1.5384665e+01 -2.0479908e+00
 -1.0756329e+01 -1.4388690e+00 -4.3549542e+00 -3.6325099e+00
 -8.8751373e+00  8.3811378e+00 -7.1166501e+00 -2.2676752e+00
 -2.2642641e+00  4.7912416e+00 -6.2322922e+00  3.6680496e+00
  1.2540102e+00 -4.5059686e+00  3.1154082e+00 -2.5489612e+00
 -1.0721189e+00  2.2676824e-02 -1.8992442e+00  2.4331164e+00
 -2.9283414e+00 -3.1410438e-01 -6.0289168e-01 -8.9645040e-01
  2.0370464e+00 -4.0154910e+00  1.9509682e-01  3.2351914e-01]",Spanish
"[-3.4367850e+02  9.7303490e+01  8.3907585e+00  3.8339348e+01
  1.2098223e+01  1.0505743e+01  3.6924212e+00  1.4343739e+01
 -6.0477796e+00  1.5683394e+01 -2.0192313e+00  5.0102987e+00
  3.4908903e+00  8.7277155e+00  3.7133954e+00  3.8731506e+00
  1.5115311e+00  3.9756360e+00  1.6973046e+00  5.4469752e+00
  5.4336233e+00  1.9875836e+00  3.7119925e+00  2.4575546e+00
  4.5852761e+00  6.1684680e+00  5.9793000e+00  6.0803671e+00
  9.1338034e+00  9.5497532e+00  7.9250259e+00  4.8518200e+00
  4.7039585e+00  2.7480392e+00  5.1322541e+00  3.9750488e+00
  4.6183767e+00  2.7239788e+00  2.7142298e+00 -1.8334845e-01]",Spanish
"[-2.9742004e+02  8.3447479e+01 -9.7812433e+00  2.1261839e+01
 -2.1589816e+00  8.0373793e+00 -1.0287578e+01 -6.0591712e+00
 -1.8737179e+01 -6.2993846e+00 -9.5323696e+00 -2.7222152e+00
 -9.0292091e+00  2.2195799e+00  5.1016104e-01 -4.6338856e-01
 -4.0092797e+00  7.7179307e-01 -2.7226393e+00 -2.1393888e+00
 -5.0948896e+00 -1.2363198e+00 -2.6685159e+00  1.8756537e+00
  5.2082717e-01  2.3900177e+00  6.3700066e+00  4.0533066e+00
  8.0929880e+00  6.2355213e+00  5.9189334e+00  6.0951333e+00
  4.1561847e+00  4.4213033e+00  2.6453247e+00  1.4927274e+00
  1.1239907e+00  4.3405351e-01 -3.3256212e-01  4.3634172e-03]",Spanish
"[-224.40096     102.62489     -22.144073     44.429604    -28.823141
   25.37203     -20.511574     -5.0207458    -3.6141005    -7.232645
  -12.281147      2.47844      -5.255442      0.38609266   -4.990351
    4.1626334    -2.9338274     0.8824486    -5.281846     -4.8776174
   -3.497651     -2.8210862    -6.285116     -6.2423396    -2.759045
   -3.6352959    -5.754752     -2.3561418     1.1804738    -3.1064732
   -2.6272726    -2.2475235    -0.5976725    -4.0714083    -1.4737056
   -2.2751327    -3.8031259    -4.5240703    -0.7409949    -4.8499236 ]",Spanish
"[-3.4488443e+02  1.1290782e+02  1.9976344e+00  2.0730320e+01
  1.5304525e+01  7.7064266e+00 -4.6767850e+00  1.0395401e+00
 -2.0173182e+00  3.1785221e+00  6.0788522e+00 -1.1112658e+00
 -1.8440917e+00  7.8440938e+00  1.5645369e+00  3.7491035e+00
  2.6231079e+00  3.1709599e+00  3.3686850e+00  1.5984048e+00
  2.2195089e-01  3.6025865e+00 -1.6074877e+00 -1.4571307e+00
  8.2314277e-01  1.4057806e+00  9.8406678e-01  1.7316159e+00
  1.7800787e-01 -1.8406570e-01 -1.4253223e+00 -1.4202907e+00
  2.4414554e+00 -9.0378582e-01 -1.5632274e+00  2.1408205e-01
  9.4980711e-01  1.2273026e+00 -1.3391287e+00  1.4009898e+00]",Spanish
"[-3.2258862e+02  1.0553559e+02  4.1466637e+00  4.3892982e+01
  9.3629742e+00  1.1993827e+01 -4.5797267e+00  1.7302564e+00
 -3.1038265e+00  2.8650372e+00 -6.9397845e+00  2.9380801e+00
 -6.0657101e+00  4.2639627e+00 -4.1573887e+00  2.7420485e+00
 -6.0570927e+00  3.8093171e-01 -1.9282892e+00 -1.7023892e+00
 -4.7969575e+00  3.7634784e-01 -3.8560121e+00 -1.2599254e+00
 -1.4286035e+00 -2.1749024e+00 -1.4783133e+00 -1.7141975e+00
 -3.7580815e-01 -1.7272730e+00 -1.0142071e+00 -2.7415941e+00
  6.0698640e-02 -3.7421911e+00 -8.1160605e-01 -1.5723950e+00
 -2.4835341e+00 -2.0527964e+00 -1.5723126e-01 -2.9100146e+00]",Spanish
"[-2.4243488e+02  8.9612389e+01 -2.9832958e+01  2.4226328e+01
 -5.2127357e+00  4.9778652e+00 -1.6829262e+01  2.6075189e+00
 -1.6402857e+01  2.8676374e+00 -1.5901769e+01  1.0910701e+00
 -1.1006824e+01  8.1914473e-01 -2.4361355e+00  5.1043806e+00
 -8.5783253e+00  2.5135956e+00 -3.2766609e+00  5.0750238e-01
 -2.5796499e+00 -3.5336848e-02 -3.8003314e+00 -2.3631861e+00
 -3.6361518e+00 -1.1136996e+00 -2.5962596e+00 -1.9534349e+00
 -1.1449322e+00 -8.8107574e-01 -1.6608369e+00 -1.4633362e+00
 -5.6227666e-01 -2.5539083e+00 -1.8347375e+00 -3.6320252e+00
 -9.7954929e-01 -1.4364818e+00 -1.5421512e+00 -2.4828968e+00]",Spanish
"[-3.0919711e+02  1.1171471e+02 -1.0076630e+01  6.7063942e+01
 -1.4228877e+01  1.7949396e+01 -4.8304524e+00  1.8288600e+00
 -1.2512090e+00 -2.5700684e+00  6.2081046e+00 -9.3565817e+00
  4.6760831e+00 -2.1781960e+00  7.9095373e+00 -4.0403833e+00
  9.4245869e-01  7.5433822e+00 -5.9535843e-01  1.7401347e+00
 -7.9594803e-01  6.0936880e+00 -3.2648730e+00  1.3921001e+00
  1.3718451e+00 -2.0522759e+00  6.8984918e-02 -2.3714035e+00
 -4.8501363e-01 -2.7183497e+00  6.5034068e-01 -1.0152072e+00
 -2.5305450e-01  3.1652221e-01  4.1770899e-01 -3.3922338e-01
 -1.4667474e+00  8.5256433e-01  6.0464840e-02  8.3445174e-01]",Spanish
"[-2.89546539e+02  7.67961044e+01 -1.14228897e+01  2.25548344e+01
 -1.60260785e+00  6.60613298e+00 -1.00637569e+01 -4.76659250e+00
 -1.98980083e+01 -2.36390567e+00 -1.33124285e+01  4.07672739e+00
 -1.24622221e+01  1.13329115e+01 -4.95306730e+00 -4.67481852e+00
 -1.94823372e+00  1.15228474e+00 -6.34510565e+00  3.27838016e+00
 -4.34593534e+00 -6.78188324e-01 -1.29903913e+00 -1.03296332e-01
 -4.06450129e+00  2.88338733e+00 -7.63620198e-01  3.31910825e+00
  3.76839733e+00  6.26624727e+00  5.73848486e+00  5.44328451e+00
  7.84945726e+00  1.95695162e+00  5.39115334e+00  2.18041253e+00
  1.17820466e+00  1.79997730e+00 -8.66239369e-01  9.34297144e-01]",Spanish
